"","size","milk","whip","serv_size_m_l","calories","total_fat_g","saturated_fat_g","trans_fat_g","cholesterol_mg","sodium_mg","total_carbs_g","fiber_g","sugar_g","caffeine_mg"
"1136","venti","1","1",591,520,14,10,"0.2",40,320,79,"0",78,0
"1137","venti","2","0",591,520,16,10,"0.3",40,340,76,"0",76,0
"1138","venti","2","1",591,590,23,15,"0.5",65,350,78,"0",78,0
"1139","venti","5","0",591,570,21,14,"0.4",50,320,76,"0",76,0
"1140","venti","5","1",591,640,28,18,"0.5",75,330,78,"0",78,0
"1141","venti","3","0",591,470,14,7,"0",5,290,69,"2",65,0
"1142","venti","3","1",591,540,21,11,"0.2",30,300,71,"2",67,0
"1143","venti","4","0",591,450,17,15,"0",5,310,71,"0",69,0
"1144","venti","4","1",591,520,24,20,"0.2",30,320,73,"0",71,0
"1145","1 scoop","0","0",0,30,0.1,0.1,"0",0,45,1,"1",0,0
"1146","1 scoop","0","0",0,25,0.1,0,"0",0,0,6,"0",5,25
"1147","1 shot","0","0",0,5,0.1,0,"0",0,0,1,"0",0,75
